,Company Name,Job Title,Salaries Reported,Location,Salary
956,Lam Research,Data Scientist,1,Bangalore,1203913
957,Kiwi labs,Data Scientist,1,Bangalore,3411087
958,BidMath,Data Scientist,1,Bangalore,1032645
959,Siemens Healthineers,Data Scientist,1,Bangalore,2005493
960,Kashish Corporation,Data Scientist,1,Bangalore,306968
961,Mu Sigma,Data Scientist,1,Bangalore,722247
962,IITS,Data Scientist,1,Bangalore,588795
963,Professional Data Analysts,Data Scientist,1,Bangalore,2009790
964,CognitiveWorks,Data Scientist,1,Bangalore,535268
965,Metteyya Analytics,Data Scientist,1,Bangalore,1451778
966,Innominds Software,Data Scientist,1,Bangalore,939603
967,Signify,Data Scientist,1,Bangalore,1012266
968,XYZ (Turkey),Data Scientist,1,Bangalore,2009790
969,Trident Information Systems,Data Scientist,1,Bangalore,481741
970,Arvind Internet,Data Scientist,1,Bangalore,700000
971,Sunrise Senior Living,Data Scientist,1,Bangalore,6029376
972,VJTI,Data Scientist,1,Bangalore,433404
973,VE Commercial Vehicles,Data Scientist,1,Bangalore,674844
974,Dozee,Data Scientist,1,Bangalore,912580
975,Levi Strauss,Data Scientist,1,Bangalore,472514
976,Tech Mahindra,Data Scientist,1,Bangalore,1284643
977,AscentHR Services,Data Scientist,1,Bangalore,354237
978,OnlyGroup Healthcare,Data Scientist,1,Bangalore,616488
979,Snap,Data Scientist,1,Bangalore,4498962
980,DataScience.com,Data Scientist,1,Bangalore,1205880
981,WNS,Data Scientist,1,Bangalore,1340000
982,Schlumberger,Data Scientist,1,Bangalore,1088834
983,Atos-Syntel,Data Scientist,1,Bangalore,409290
984,Forec Software Solutions,Data Scientist,1,Bangalore,613519
985,Tata Consultancy Services,Data Scientist,30,Pune,717331
986,Innoplexus,Data Scientist,17,Pune,1163186
987,IBM,Data Scientist,11,Pune,1036536
988,AlgoAnalytics Financial Consultancy,Data Scientist,11,Pune,742883
989,ZS Associates,Data Scientist,10,Pune,1294039
990,Wolters Kluwer,Data Scientist,10,Pune,1154579
991,Cognizant Technology Solutions,Data Scientist,8,Pune,765632
992,Accenture,Data Scientist,7,Pune,602937
993,Wipro,Data Scientist,7,Pune,1150000
994,Zensar Technologies,Data Scientist,7,Pune,854957
995,Bajaj Finance,Data Scientist,7,Pune,956307
996,SG Analytics,Data Scientist,7,Pune,816946
997,ThinkBumblebee Analytics,Data Scientist,7,Pune,1070536
998,Michelin,Data Scientist,6,Pune,1146043
999,Tech Mahindra,Data Scientist,5,Pune,1114163
1000,Schlumberger,Data Scientist,5,Pune,2054972
1001,Merkle,Data Scientist,5,Pune,1134768
1002,Infosys,Data Scientist,4,Pune,878252
1003,Capgemini,Data Scientist,4,Pune,898351
1004,LTI,Data Scientist,4,Pune,814017
1005,First Student,Data Scientist,4,Pune,425000
1006,Vodafone,Data Scientist,4,Pune,940423
1007,Eaton,Data Scientist,4,Pune,1121845
1008,T-Systems,Data Scientist,4,Pune,1215906
1009,Coupa Software Inc,Data Scientist,4,Pune,1055811
1010,Aera Technology,Data Scientist,4,Pune,1622612
1011,ABC,Data Scientist,3,Pune,506988
1012,Amdocs,Data Scientist,3,Pune,718534
1013,Atos-Syntel,Data Scientist,3,Pune,423422
1014,Barclays,Data Scientist,3,Pune,1733746
1015,KPIT Technologies,Data Scientist,3,Pune,1655120
1016,Credit Suisse,Data Scientist,3,Pune,1421672
1017,Saama Technologies,Data Scientist,3,Pune,934857
1018,Exela Technologies,Data Scientist,3,Pune,856429
1019,Abzooba,Data Scientist,3,Pune,1800000
1020,Linsyssoft Technologies,Data Scientist,3,Pune,411680
1021,HCL Technologies,Data Scientist,2,Pune,734976
1022,Fresher,Data Scientist,2,Pune,623040
1023,Axis Bank,Data Scientist,2,Pune,2793552
1024,Freelancer,Data Scientist,2,Pune,1001630
1025,Citi,Data Scientist,2,Pune,1577759
1026,ADP,Data Scientist,2,Pune,629892
1027,Birlasoft,Data Scientist,2,Pune,5216933
1028,John Deere,Data Scientist,2,Pune,1463658
1029,Xoriant,Data Scientist,2,Pune,1772001
1030,GS Lab,Data Scientist,2,Pune,834387
1031,Searce,Data Scientist,2,Pune,828221
1032,Globant,Data Scientist,2,Pune,1203300
1033,e-Zest Solutions,Data Scientist,2,Pune,932104
1034,Datametica,Data Scientist,2,Pune,983550
1035,Vyom Labs,Data Scientist,2,Pune,305352
1036,Vishwakarma Institute of Technology,Data Scientist,2,Pune,288960
1037,Knorex,Data Scientist,2,Pune,641700
1038,CanWill Technologies,Data Scientist,2,Pune,1161602
1039,ThinkBridge,Data Scientist,2,Pune,756696
1040,Coditation Systems,Data Scientist,2,Pune,563724
1041,MindBowser Info Solutions,Data Scientist,2,Pune,283914
1042,Climate Connect,Data Scientist,2,Pune,731758
1043,Tech9,Data Scientist,2,Pune,1687208
1044,Eagle TK Infotech,Data Scientist,2,Pune,713466
1045,Fusion Practices,Data Scientist,2,Pune,675000
1046,Xeco,Data Scientist,2,Pune,499961
1047,DeepTek Medical Imaging,Data Scientist,2,Pune,895000
1048,vElement,Data Scientist,2,Pune,253851
1049,Asquared IoT,Data Scientist,2,Pune,637645
1050,HiLabs (MD),Data Scientist,2,Pune,1954650
1051,Jash Data Sciences,Data Scientist,2,Pune,669083
1052,HiLabs,Data Scientist,2,Pune,1833778
1053,Tata Consultancy Services,Data Scientist,1,Pune,300000
1054,Tata Consultancy Services,Data Scientist,1,Pune,69779958.4
1055,Amazon,Data Scientist,1,Pune,115884
1056,Amazon,Data Scientist,1,Pune,619069
1057,Genpact,Data Scientist,1,Pune,1600000
1058,Fresher,Data Scientist,1,Pune,361764
1059,DXC Technology,Data Scientist,1,Pune,400000
1060,KPMG,Data Scientist,1,Pune,642322
1061,ABC,Data Scientist,1,Pune,1216776
1062,Larsen & Toubro,Data Scientist,1,Pune,360000
1063,Concentrix,Data Scientist,1,Pune,3468540
1064,Google,Data Scientist,1,Pune,7571032
1065,Honeywell,Data Scientist,1,Pune,1438481
1066,Persistent Systems,Data Scientist,1,Pune,1027680
1067,DONE by NONE,Data Scientist,1,Pune,1200000
1068,DONE by NONE,Data Scientist,1,Pune,4444315
1069,DONE by NONE,Data Scientist,1,Pune,301469
1070,WNS,Data Scientist,1,Pune,20340860.8
1071,Siemens,Data Scientist,1,Pune,840000
1072,Nones,Data Scientist,1,Pune,600000
1073,ITC Infotech,Data Scientist,1,Pune,642322
1074,Mahindra,Data Scientist,1,Pune,905000
1075,Kotak Mahindra,Data Scientist,1,Pune,623238
1076,eClerx,Data Scientist,1,Pune,870000
1077,BNY Mellon,Data Scientist,1,Pune,770784
1078,Zomato,Data Scientist,1,Pune,1250000
1079,Hinduja Global Solutions,Data Scientist,1,Pune,1176710
1080,Other,Data Scientist,1,Pune,414794
1081,Thoughtworks,Data Scientist,1,Pune,2569287
1082,Fractal,Data Scientist,1,Pune,1404565
1083,TietoEVRY,Data Scientist,1,Pune,787318
1084,Yash Technologies,Data Scientist,1,Pune,2054972
1085,CitiusTech,Data Scientist,1,Pune,1203913
1086,Unacademy,Data Scientist,1,Pune,702283
1087,UBS,Data Scientist,1,Pune,939603
1088,Netcracker Technology,Data Scientist,1,Pune,1805869
1089,Cummins,Data Scientist,1,Pune,500000
1090,Capgemini Invent,Data Scientist,1,Pune,1300000
1091,Siemens Digital Industries Software,Data Scientist,1,Pune,912580
1092,Johnson Controls,Data Scientist,1,Pune,8557632
1093,Johnson Controls,Data Scientist,1,Pune,467428
1094,Dassault Systemes,Data Scientist,1,Pune,983196
1095,Ugam,Data Scientist,1,Pune,1252803
1096,Schlumberger,Data Scientist,1,Pune,4064840.38
1097,Apple,Data Scientist,1,Pune,1507820
1098,MetLife,Data Scientist,1,Pune,417954
1099,Red Hat,Data Scientist,1,Pune,5398754
1100,STL - Sterlite Technologies Limited,Data Scientist,1,Pune,1036984
1101,Visteon,Data Scientist,1,Pune,2411749
1102,PhonePe,Data Scientist,1,Pune,2550000
1103,C-DAC,Data Scientist,1,Pune,449896
1104,Nothing Something,Data Scientist,1,Pune,501630
1105,Attra,Data Scientist,1,Pune,2249481
1106,NICE,Data Scientist,1,Pune,1649524
1107,Sokrati,Data Scientist,1,Pune,326820
1108,Pitney Bowes,Data Scientist,1,Pune,755000
1109,AXA,Data Scientist,1,Pune,1070000
1110,FirstCry com,Data Scientist,1,Pune,808848
1111,Maxgen Technologies,Data Scientist,1,Pune,202452
1112,TCS e-Serve International,Data Scientist,1,Pune,1031782
1113,Internshala,Data Scientist,1,Pune,542139
1114,Michelin,Data Scientist,1,Pune,154152
1115,Saama Technologies,Data Scientist,1,Pune,92737814.4
1116,Micron Technology,Data Scientist,1,Pune,1400000
1117,BlueConch Technologies,Data Scientist,1,Pune,1104109
1118,FIGmd,Data Scientist,1,Pune,750000
1119,Volkswagen,Data Scientist,1,Pune,5184922
1120,TomTom,Data Scientist,1,Pune,616492
1121,Datametica,Data Scientist,1,Pune,230124
1122,FreshersLive,Data Scientist,1,Pune,306968
1123,Innoplexus,Data Scientist,1,Pune,366408
1124,Dream11,Data Scientist,1,Pune,2248126
1125,Sandvik,Data Scientist,1,Pune,300000
1126,SS Supply Chain Solutions,Data Scientist,1,Pune,1312312
1127,Cognizant Softvision,Data Scientist,1,Pune,498618
1128,University of Pune,Data Scientist,1,Pune,1003261
1129,Goodwill,Data Scientist,1,Pune,144000
1130,Goodwill,Data Scientist,1,Pune,619069
1131,IVL Global,Data Scientist,1,Pune,668980
1132,Coupa Software Inc,Data Scientist,1,Pune,80000
1133,Verificient Technologies,Data Scientist,1,Pune,132432
1134,Clairvoyant,Data Scientist,1,Pune,1800000
1135,The Fresh Market,Data Scientist,1,Pune,306968
1136,Tata Research Development and Design Centre,Data Scientist,1,Pune,1267472
1137,Medline Industries,Data Scientist,1,Pune,1461604
1138,Amphisoft Technologies,Data Scientist,1,Pune,3517133
1139,Pratham,Data Scientist,1,Pune,456000
1140,Evolent Health,Data Scientist,1,Pune,1541229
1141,Presidency University (Bangalore),Data Scientist,1,Pune,725889
1142,Smartek21,Data Scientist,1,Pune,1200000
1143,Google Cloud,Data Scientist,1,Pune,3211608
1144,ABC do ABC,Data Scientist,1,Pune,513743
1145,Apar Technologies,Data Scientist,1,Pune,500000
1146,Professional Data Analysts,Data Scientist,1,Pune,1200000
1147,Bajaj Finserv Health,Data Scientist,1,Pune,1300000
1148,PharmaACE,Data Scientist,1,Pune,700000
1149,advids.co,Data Scientist,1,Pune,965940
1150,Xcaliber Infotech,Data Scientist,1,Pune,642322
1151,MIT World Peace University,Data Scientist,1,Pune,120000
1152,iNeuron,Data Scientist,1,Pune,243360
1153,vPhrase,Data Scientist,1,Pune,541685
1154,AAKASH,Data Scientist,1,Pune,601956
1155,Ascentrik Research Services,Data Scientist,1,Pune,128460
1156,EarlySalary.com,Data Scientist,1,Pune,1566004
1157,Motifworks,Data Scientist,1,Pune,969321
1158,Helpshift,Data Scientist,1,Pune,817056
1159,ROHIT KUMAR MODI,Data Scientist,1,Pune,400000
1160,ThinkBumblebee Analytics,Data Scientist,1,Pune,1307815
1161,Globex Digital Solutions,Data Scientist,1,Pune,1284643
1162,ThinkBumblebee Analytics,Data Scientist,1,Pune,124644
1163,Innodatatics,Data Scientist,1,Pune,180000
1164,Innodatatics,Data Scientist,1,Pune,623238
1165,Viajes,Data Scientist,1,Pune,829587
1166,OnlineSales.ai,Data Scientist,1,Pune,144479
1167,Comscore,Data Scientist,1,Pune,1216773
1168,Ellicium Solutions Private Limited,Data Scientist,1,Pune,247678
1169,RAKESH GROUP,Data Scientist,1,Pune,5016304
1170,Yagna iQ,Data Scientist,1,Pune,234060
1171,Tops Office Pros Business Services,Data Scientist,1,Pune,619069
1172,Apptware,Data Scientist,1,Pune,2073969
1173,Savitribai Phule Pune University,Data Scientist,1,Pune,700000
1174,Seventh Contact Hiring Solutions,Data Scientist,1,Pune,3008206
1175,CoreView Systems,Data Scientist,1,Pune,514600
1176,Peak,Data Scientist,1,Pune,2148775
1177,Nitish Verma,Data Scientist,1,Pune,1036984
1178,The City Bank,Data Scientist,1,Pune,5000000
1179,Cloud Counselage,Data Scientist,1,Pune,129240
1180,Gibots,Data Scientist,1,Pune,412713
1181,SCORG Technologies,Data Scientist,1,Pune,646214
1182,GeoSpoc,Data Scientist,1,Pune,1252800
1183,Infodeal,Data Scientist,1,Pune,849156
1184,BancTec,Data Scientist,1,Pune,641549
1185,American Student Assistance,Data Scientist,1,Pune,311100
1186,Ajeenkya DY Patil University,Data Scientist,1,Pune,414794
1187,Raghavendra Rathore Jodhpur,Data Scientist,1,Pune,1567329
1188,Aventior,Data Scientist,1,Pune,481741
1189,Navidium,Data Scientist,1,Pune,681546
1190,Open Insights,Data Scientist,1,Pune,1124740
1191,Pantech Solutions,Data Scientist,1,Pune,300000
1192,Express Analytics,Data Scientist,1,Pune,877015
1193,Optra Health,Data Scientist,1,Pune,1722605
1194,WebShar,Data Scientist,1,Pune,888545
1195,Kudos Finance and Investments,Data Scientist,1,Pune,404904
1196,Oasis HR Corporate Solutions,Data Scientist,1,Pune,854957
1197,Tribes.AI,Data Scientist,1,Pune,420000
1198,Argus System,Data Scientist,1,Pune,595000
1199,IFS India Mercantile,Data Scientist,1,Pune,610000
1200,DasDas,Data Scientist,1,Pune,4466071
1201,Pisyst,Data Scientist,1,Pune,1284648
1202,Comsense Technologies,Data Scientist,1,Pune,396166
1203,Entrepreneurs' Organization,Data Scientist,1,Pune,960084
1204,Pivotchain Solutions,Data Scientist,1,Pune,602937
1205,ManCorp Innovation Labs,Data Scientist,1,Pune,120000
1206,Neo Media World,Data Scientist,1,Pune,960000
1207,Samyak Software,Data Scientist,1,Pune,742884
1208,Robertshaw,Data Scientist,1,Pune,300978
1209,JarvisSoft Technology,Data Scientist,1,Pune,506133
1210,EC Infosolutions,Data Scientist,1,Pune,912580
1211,FogHorn Systems,Data Scientist,1,Pune,2300000
1212,NutaNXT Technologies,Data Scientist,1,Pune,841226
1213,Speed TechServe,Data Scientist,1,Pune,720000
1214,IMDb,Data Scientist,1,Pune,1203912
1215,QiO Technologies,Data Scientist,1,Pune,3517133
1216,Expert Freelancer Inc.,Data Scientist,1,Pune,553419
1217,Arya Solution,Data Scientist,1,Pune,550000
1218,Strattek Consulting,Data Scientist,1,Pune,96000
1219,GoDutch Marketing,Data Scientist,1,Pune,359620
1220,TorcAI,Data Scientist,1,Pune,1507343
1221,Srivenk Soft Solutions,Data Scientist,1,Pune,652120
1222,Automaton AI,Data Scientist,1,Pune,637739
1223,Shogini Technoarts,Data Scientist,1,Pune,361124
1224,GOLDFINCH,Data Scientist,1,Pune,1244376
1225,Amobee,Data Scientist,1,Pune,1036984
1226,Global AI,Data Scientist,1,Pune,731081
1227,Elie Tahari,Data Scientist,1,Pune,1070536
1228,Aktana,Data Scientist,1,Pune,1800000
1229,Go Digital,Data Scientist,1,Pune,606034
1230,Meals on Wheels America,Data Scientist,1,Pune,246600
1231,Kool Smiles,Data Scientist,1,Pune,1200000
1232,Algoritmo (Singapore),Data Scientist,1,Pune,192696
1233,Klugheit Software,Data Scientist,1,Pune,480000
1234,GoKhana,Data Scientist,1,Pune,180876
1235,Prophecy Labs,Data Scientist,1,Pune,2052566
1236,Airavaat Car Rentals,Data Scientist,1,Pune,1400000
1237,Brahman bhetun,Data Scientist,1,Pune,821989
1238,Aniket Sonawane,Data Scientist,1,Pune,823360
1239,URS Technologies Solutions,Data Scientist,1,Pune,948931
1240,Hritik,Data Scientist,1,Pune,900000
1241,EventStreet,Data Scientist,1,Pune,690132
1242,Kushim,Data Scientist,1,Pune,372000
1243,Flipper Code,Data Scientist,1,Pune,369895
1244,We Are Novella,Data Scientist,1,Pune,671220
1245,IEEE Student Branch VIT Pune,Data Scientist,1,Pune,321161
1246,Kp techobriks,Data Scientist,1,Pune,256932
1247,akhil sajeev,Data Scientist,1,Pune,250815
1248,VisionNLP,Data Scientist,1,Pune,540000
1249,Reckon Data Solutions,Data Scientist,1,Pune,240000
1250,PSL (India),Data Scientist,1,Pune,1149375
1251,Accretive Wiz@work Consultants,Data Scientist,1,Pune,1300000
1252,Innoplexus Associate,Data Scientist,9,Pune,1057005
1253,ZS Associates,Data Science Associate,9,Pune,1203913
1254,ZS Associates,Data Science Consultant,5,Pune,2671464
1255,ZS Associates Senior,Data Scientist,4,Pune,1997263
1256,Coriolis Technologies,Data Science,3,Pune,201900
1257,Schlumberger,Data Science,2,Pune,360324
1258,Wolters Kluwer,Data Science,2,Pune,344604
1259,Innoplexus,Data Science,2,Pune,368316
1260,EarlySalary.com,Data Science,2,Pune,423216
1261,Express Analytics,Data Science,2,Pune,215388
1262,Tata Consultancy Services,Senior Data Scientist,2,Pune,2092324
1263,Wipro Technologies,Senior Data Scientist,2,Pune,2182516
1264,Barclays,Senior Data Scientist,2,Pune,2796928
1265,Bajaj Finance,Senior Data Scientist,2,Pune,1392244
1266,Wolters Kluwer,Senior Data Scientist,2,Pune,1903930
1267,Icertis,Senior Data Scientist,2,Pune,1033817
1268,Abzooba,Senior Data Scientist,2,Pune,2170283
1269,Aera Technology,Senior Data Scientist,2,Pune,1058135
1270,AlgoAnalytics Financial Consultancy,Senior Data Scientist,2,Pune,1696245
1271,SG Analytics,Junior Data Scientist,2,Pune,708351
1272,Maxgen Technologies,Junior Data Scientist,2,Pune,171948
1273,Infosys,Lead Data Scientist,2,Pune,1653998
1274,Wipro,Lead Data Scientist,2,Pune,1892322
1275,ZS Associates,Data Science Manager,2,Pune,4619021
1276,Abzooba,Data Scientist - Trainee,2,Pune,610512
1277,Schlumberger,Data Science Lead,2,Pune,4068310
1278,Tata Consultancy Services,Data Science,1,Pune,511613
1279,Nones Data Science,Data Science,1,Pune,61644
1280,Nones Data Science,Data Science,1,Pune,400000
1281,Mahindra,Data Science,1,Pune,203748
1282,KPIT Technologies,Data Science,1,Pune,180000
1283,BNY Mellon,Data Science,1,Pune,736728
1284,Fiserv,Data Science,1,Pune,1036984
1285,Tata Technologies,Data Science,1,Pune,622191
1286,Bajaj Finance,Data Science,1,Pune,180000
1287,JLL,Data Science,1,Pune,420000
1288,Eaton,Data Science,1,Pune,642324
1289,HT Media,Data Science,1,Pune,192696
1290,Maxgen Technologies,Data Science,1,Pune,204000
1291,Faurecia,Data Science,1,Pune,180000
1292,JCB,Data Science,1,Pune,112474
1293,Manipal University,Data Science,1,Pune,600000
1294,Merkle,Data Science,1,Pune,120000
1295,Datametica,Data Science,1,Pune,228480
1296,The Sparks Foundation,Data Science,1,Pune,100490
1297,Subway,Data Science,1,Pune,498588
1298,Aera Technology,Data Science,1,Pune,346752
1299,iNeuron,Data Science,1,Pune,346353
1300,Fresh Gravity,Data Science,1,Pune,630924
1301,Apptware,Data Science,1,Pune,147348
1302,Ecozen Solutions,Data Science,1,Pune,293124
1303,Furtados School of Music,Data Science,1,Pune,96468
1304,Sciffer Analytics,Data Science,1,Pune,64236
1305,Aventior,Data Science,1,Pune,170604
1306,Solytics Partners,Data Science,1,Pune,120000
1307,DemandMatrix,Data Science,1,Pune,436272
1308,Insight Data Science,Data Science,1,Pune,452203
1309,Symbiosis Institute of Technology,Data Science,1,Pune,2000000
1310,Comsense Technologies,Data Science,1,Pune,123912
1311,Technogeeks,Data Science,1,Pune,215405
1312,Unscrambl,Data Science,1,Pune,240780
1313,Zaynax,Data Science,1,Pune,800000
1314,Brainwave Consulting,Data Science,1,Pune,60840
1315,Senquire Analytics,Data Scientist,1,Pune,600000
1316,Tata Consultancy Services,Senior Data Scientist,1,Pune,324089
1317,Accenture,Senior Data Scientist,1,Pune,1076606
1318,Wipro Technologies,Senior Data Scientist,1,Pune,821989
1319,NTT DATA,Senior Data Scientist,1,Pune,1808811
1320,Vodafone,Senior Data Scientist,1,Pune,2474429
1321,Zensar Technologies,Senior Data Scientist,1,Pune,1485766
1322,Credit Suisse,Senior Data Scientist,1,Pune,2821193
1323,Thoughtworks,Senior Data Scientist,1,Pune,3654010
1324,UBS,Senior Data Scientist,1,Pune,1774461
1325,Anonymous,Senior Data Scientist,1,Pune,608387
1326,TVS Motor Company,Senior Data Scientist,1,Pune,1235040
1327,Red Hat,Senior Data Scientist,1,Pune,1044003
1328,Bajaj Allianz General Insurance Co,Senior Data Scientist,1,Pune,1292424
1329,SG Analytics,Senior Data Scientist,1,Pune,1306108
1330,Pitney Bowes,Senior Data Scientist,1,Pune,2474429
1331,Xento Systems,Senior Data Scientist,1,Pune,1125483
1332,Quick Heal,Senior Data Scientist,1,Pune,1954352
1333,Kohler,Senior Data Scientist,1,Pune,1216773
1334,XPO Logistics,Senior Data Scientist,1,Pune,2716704
1335,GE Capital,Senior Data Scientist,1,Pune,1733388
1336,Coupa Software Inc,Senior Data Scientist,1,Pune,3650320
1337,USEReady,Senior Data Scientist,1,Pune,1504891
1338,vPhrase,Senior Data Scientist,1,Pune,619584
1339,ThinkBumblebee Analytics,Senior Data Scientist,1,Pune,2046452
1340,Blackstraw,Senior Data Scientist,1,Pune,2192406
1341,Aegon,Senior Data Scientist,1,Pune,2508152
1342,Dexpert Systems,Senior Data Scientist,1,Pune,2054972
1343,Aligned Automation,Senior Data Scientist,1,Pune,2579455
1344,Acclivis Technologies,Senior Data Scientist,1,Pune,1003261
1345,AlgoAnalytics Pvt. Ltd.,Senior Data Scientist,1,Pune,1444692
1346,Tata Consultancy Services,Junior Data Scientist,1,Pune,672000
1347,Infosys,Junior Data Scientist,1,Pune,1038730
1348,Fresher,Junior Data Scientist,1,Pune,1004895
1349,Fresher,Junior Data Scientist,1,Pune,506989
1350,Fresherworld.com,Junior Data Scientist,1,Pune,616492
1351,Freshers.com,Junior Data Scientist,1,Pune,1238138
1352,Emerson,Junior Data Scientist,1,Pune,500000
1353,Datametica,Junior Data Scientist,1,Pune,478015
1354,Abzooba,Junior Data Scientist,1,Pune,602937
1355,GeoSpoc,Junior Data Scientist,1,Pune,321161
1356,AppZen,Junior Data Scientist,1,Pune,1498750
1357,Innomatics Research Labs,Junior Data Scientist,1,Pune,60840
1358,Pisyst,Junior Data Scientist,1,Pune,160580
1359,Groots (India),Junior Data Scientist,1,Pune,124440
1360,Artificial Brix,Junior Data Scientist,1,Pune,616492
1361,Ambrapali Electrotech,Junior Data Scientist,1,Pune,413058
1362,Accenture,Lead Data Scientist,1,Pune,2839138
1363,ADP,Lead Data Scientist,1,Pune,1520967
1364,Zensar Technologies,Lead Data Scientist,1,Pune,1531979
1365,BNY Mellon,Lead Data Scientist,1,Pune,1674730
1366,Microsoft,Data Scientist,23,Hyderabad,1712178
1367,Cyient,Data Scientist,20,Hyderabad,999578
1368,Tata Consultancy Services,Data Scientist,18,Hyderabad,697843
1369,Infosys,Data Scientist,18,Hyderabad,583334
1370,Amazon,Data Scientist,15,Hyderabad,1693961
1371,Innominds Software,Data Scientist,10,Hyderabad,743423
1372,IBM,Data Scientist,9,Hyderabad,628945
1373,Tech Mahindra,Data Scientist,9,Hyderabad,652546
1374,Quadratic Insights,Data Scientist,9,Hyderabad,583954
1375,Jotter,Data Scientist,9,Hyderabad,915028
1376,Cognizant Technology Solutions,Data Scientist,8,Hyderabad,890344
1377,Jio,Data Scientist,8,Hyderabad,1997027
1378,Verizon,Data Scientist,8,Hyderabad,1330683
1379,Optum,Data Scientist,8,Hyderabad,1464110
1380,Accenture,Data Scientist,7,Hyderabad,1104293
1381,Deloitte,Data Scientist,7,Hyderabad,1483132
1382,First Student,Data Scientist,6,Hyderabad,640380
1383,Novartis,Data Scientist,6,Hyderabad,1280703
1384,Karvy Group,Data Scientist,6,Hyderabad,594589
1385,Wipro,Data Scientist,5,Hyderabad,1041195
1386,Oracle,Data Scientist,5,Hyderabad,1221714
1387,HighRadius,Data Scientist,5,Hyderabad,861434
1388,Micron Technology,Data Scientist,5,Hyderabad,1564421
1389,INSOFE,Data Scientist,5,Hyderabad,903446
1390,Google,Data Scientist,4,Hyderabad,1121437
1391,Blue Yonder,Data Scientist,4,Hyderabad,2020386
1392,Yash Technologies,Data Scientist,4,Hyderabad,651480
1393,DataScientest,Data Scientist,4,Hyderabad,672468
1394,Claim Genius,Data Scientist,4,Hyderabad,1944821
1395,Capgemini,Data Scientist,3,Hyderabad,651206
1396,Genpact,Data Scientist,3,Hyderabad,653174
1397,Fresher,Data Scientist,3,Hyderabad,503667
1398,Fresher,Data Scientist,3,Hyderabad,302693
1399,ICICI Bank,Data Scientist,3,Hyderabad,1600000
1400,DXC Technology,Data Scientist,3,Hyderabad,1252143
1401,Dell Technologies,Data Scientist,3,Hyderabad,825326
1402,Microsoft,Data Scientist,3,Hyderabad,640212
1403,Wipro Technologies,Data Scientist,3,Hyderabad,895427
1404,Tata Consultancy Services (North America),Data Scientist,3,Hyderabad,814476
1405,Google,Data Scientist,3,Hyderabad,411763
1406,NTT DATA,Data Scientist,3,Hyderabad,564654
1407,Jio,Data Scientist,3,Hyderabad,446076
1408,ADP,Data Scientist,3,Hyderabad,1200000
1409,Sutherland,Data Scientist,3,Hyderabad,926912
1410,MetLife,Data Scientist,3,Hyderabad,1760000
1411,Franklin Templeton Investments,Data Scientist,3,Hyderabad,1353553
1412,Enquero,Data Scientist,3,Hyderabad,1048242
1413,Brane Enterprises (nslhub),Data Scientist,3,Hyderabad,1665911
1414,AlgonoX Technologies,Data Scientist,3,Hyderabad,1074883
1415,Voziq,Data Scientist,3,Hyderabad,642113
1416,HCL Technologies,Data Scientist,2,Hyderabad,1561319
1417,First Student,Data Scientist,2,Hyderabad,303648
1418,Virtusa,Data Scientist,2,Hyderabad,304522
1419,Persistent Systems,Data Scientist,2,Hyderabad,1287441
1420,UnitedHealth Group,Data Scientist,2,Hyderabad,1152418
1421,Freshers.com,Data Scientist,2,Hyderabad,630000
1422,Legato Health Technologies,Data Scientist,2,Hyderabad,1260152
1423,Dr. Reddy's,Data Scientist,2,Hyderabad,5198676
1424,DBS Bank,Data Scientist,2,Hyderabad,995830
1425,Broadridge,Data Scientist,2,Hyderabad,1607926
1426,Optum Global Solutions,Data Scientist,2,Hyderabad,778902
1427,Great Learning,Data Scientist,2,Hyderabad,777837
1428,National Payments Corporation of India,Data Scientist,2,Hyderabad,1492543
1429,Excelra Knowledge Solutions,Data Scientist,2,Hyderabad,452130
1430,WinWire Technologies,Data Scientist,2,Hyderabad,1269639
1431,CallHealth,Data Scientist,2,Hyderabad,823971
1432,Gaian Solutions India,Data Scientist,2,Hyderabad,1100233
1433,eKincare,Data Scientist,2,Hyderabad,650865
1434,Siva Solutions,Data Scientist,2,Hyderabad,335625
1435,Innodatatics,Data Scientist,2,Hyderabad,112704
1436,Innodatatics,Data Scientist,2,Hyderabad,1157086
1437,SpringML,Data Scientist,2,Hyderabad,791436
1438,AppsTek,Data Scientist,2,Hyderabad,725664
1439,Vertiv,Data Scientist,2,Hyderabad,702649
1440,My Ally,Data Scientist,2,Hyderabad,1068564
1441,GoLorry,Data Scientist,2,Hyderabad,792139
1442,Bepec Solutions,Data Scientist,2,Hyderabad,646889
1443,KOGENTiX,Data Scientist,2,Hyderabad,700977
1444,Prudent Technologies & Consulting,Data Scientist,2,Hyderabad,376159
1445,App Orchid,Data Scientist,2,Hyderabad,1492959
1446,3LOQ Labs,Data Scientist,2,Hyderabad,778644
1447,RisingRoot Technologies,Data Scientist,2,Hyderabad,159060
1448,Artificial Penetration,Data Scientist,2,Hyderabad,585088
1449,Wave Infosoft,Data Scientist,2,Hyderabad,619995
1450,SetuServ,Data Scientist,2,Hyderabad,4949704
1451,DigiTele Networks,Data Scientist,2,Hyderabad,787723
1452,Human Network,Data Scientist,2,Hyderabad,703776
1453,diwo,Data Scientist,2,Hyderabad,792506
1454,SysBasis Solutions,Data Scientist,2,Hyderabad,302448
1455,Tata Consultancy Services,Data Scientist,1,Hyderabad,665229
